C00129,16584
C00130,17202
C00131,16284
C00132,17790
C00133,15570
C00134,17148
C00135,15971
C00136,15517
C00137,17268
C00138,17513
C00139,17908
C00140,506227
C00141,11851
C00141,16530
C00143,1989
C00144,17345
C00145,29256
C00146,15882
C00147,16708
C00148,17203
C00149,15589
C00149,30797
C00150,28685
C00151,15705
C00152,17196
C00153,17154
C00154,15525
C00155,17588
C00156,17879
C00156,30763
C00157,16110
C00157,49183
C00158,16947
C00158,30769
C00159,4208
C00160,17497
C00160,29805
C00161,35910
C00162,35366
C00163,17272
C00163,30768
C00164,13705
C00164,15344
C00165,18035
C00166,18005
C00166,30851
C00167,17200
C00168,17180
C00168,30841
C00169,17672
C00170,17509
C00173,16018
C00174,37527
C00175,27638
C00175,48828
C00176,30527
C00177,17514
C00178,17821
C00179,17431
C00180,16150
C00180,30746
C00181,15936
C00181,53455
C00182,28087
C00183,16414
C00184,16016
C00185,17057
C00186,16651
C00186,422
C00187,16113
C00188,16857
C00189,16000
C00190,16082
C00191,15748
C00191,4178
C00191,47952
C00192,15429
C00193,17169
C00193,33855
C00194,18408
C00195,17761
C00195,52639
C00196,18026
C00196,36654
C00197,17794
C00198,16217
C00199,17363
C00200,8055
C00201,17326
C00202,17941
C00203,67168
C00204,17032
C00205,30212
C00206,16174
C00207,15347
C00208,17306
C00209,16995
C00209,30623
C00210,3796
C00211,3815
C00212,16335
C00213,15611
C00214,17748
C00215,36976
C00216,17108
C00216,46994
C00217,15966
C00218,16830
C00219,15843
C00220,6872
C00221,15903
C00222,17960
C00222,33190
C00223,15499
C00224,17709
C00225,28786
C00226,15734
C00227,15350
C00229,18359
C00230,36062
C00230,36241
C00231,16332
C00232,16265
C00233,17865
C00233,48430
C00234,15637
C00235,16057
C00236,16001
C00237,17245
C00238,26216
C00238,29103
C00239,15918
C00240,18111
C00241,32988
C00242,16235
C00243,17716
C00244,48107
C00245,15891
C00246,17968
C00246,30772
C00247,48649
C00248,17460
C00249,15756
C00250,17310
C00251,17333
C00252,28189
C00253,15940
C00254,29934
C00254,84387
C00255,17015
C00256,16004
C00256,42111
C00257,18391
C00257,33198
C00258,16659
C00258,32398
C00259,17535
C00261,17169
C00262,17368
C00263,15699
C00264,15489
C00265,18320
C00265,42106
C00266,17071
C00267,17925
C00268,20680
C00268,43120
C00269,17962
C00270,17012
C00272,15372
C00272,59560
C00273,17011
C00275,17369
C00275,48066
C00279,48153
C00280,16422
C00282,18276
C00283,16136
C00284,42191
C00286,16497
C00288,17544
C00290,5054
C00291,28112
C00292,17296
C00294,17596
C00295,16742
C00296,17521
C00296,29751
C00297,16385
C00298,9765
C00299,16704
C00300,16919
C00301,16960
C00302,18237
C00303,28300
C00304,6104
C00305,18420
C00305,25107
C00307,16436
C00308,609827
C00309,17173
C00310,17140
C00311,16087
C00311,30887
C00312,17399
C00313,15535
C00314,16709
C00315,16610
C00317,28057
C00318,16347
C00319,16393
C00320,33539
C00320,33541
C00322,15753
C00323,15518
C00324,5020
C00325,13332
C00325,17009
C00326,17089
C00327,16349
C00328,16946
C00329,47977
C00330,17172
C00331,29750
C00332,15345
C00333,12952
C00333,4153
C00334,16865
C00334,30566
C00337,17025
C00338,16412
C00339,17135
C00341,17211
C00342,15033
C00342,15967
C00343,18191
C00344,17517
C00345,48928
C00346,17553
C00347,6526
C00348,16141
C00349,16256
C00350,16038
C00352,15873
C00352,47987
C00353,48861
C00354,16905
C00354,37736
C00355,15765
C00356,15467
C00357,15784
C00360,17713
C00361,28862
C00362,16192
C00363,18075
C00364,17013
C00365,17622
C00366,17775
C00369,28017
C00370,15889
C00371,16522
C00372,18269
C00372,52071
C00374,28304
C00375,17062
C00375,32877
C00376,17898
C00377,35341
C00378,18385
C00379,17151
C00380,16040
C00381,16091
C00383,15792
C00383,30794
C00384,7507
C00385,17712
C00385,48517
C00386,15727
C00387,16750
C00388,18295
C00389,16243
C00390,17976
C00392,16899
C00394,17383
C00394,29062
C00394,62254
C00395,17334
C00396,16898
C00397,28864
C00398,16765
C00399,16389
C00400,15409
C00401,16137
C00402,17364
C00403,15841
C00404,16838
C00405,16733
C00406,15511
C00407,17191
C00408,30633
C00408,30913
C00409,16007
C00410,17026
C00411,15540
C00412,15541
C00413,17076
C00414,17854
C00415,15633
C00416,16337
C00417,16383
C00417,32805
C00418,17710
C00418,36464
C00419,15986
C00420,18154
C00422,17855
C00423,15669
C00423,35697
C00424,18041
C00426,18376
C00427,15554
C00429,15901
C00430,17549
C00431,15887
C00433,17415
C00434,4705
C00436,17902
C00437,16543
C00438,15859
C00439,18327
C00439,7274
C00440,15641
C00441,13086
C00441,18051
C00445,15638
C00446,17973
C00447,17969
C00448,17407
C00449,16927
C00450,49014
C00450,58769
C00451,151
C00451,15562
C00454,16862
C00455,16171
C00458,16311
C00459,18077
C00460,17625
C00461,17029
C00462,16042
C00463,16881
C00464,28808
C00466,15688
C00468,17263
C00469,16236
C00470,15446
C00470,68837
C00472,16509
C00473,17336
C00474,15963
C00475,17562
C00476,16789
C00476,82838
C00477,16688
C00478,6452
C00479,17153
C00481,17241
C00482,15714
C00482,77131
C00483,15760
C00484,2862
C00486,16990
C00487,17126
C00487,3424
C00488,16397
C00489,17859
C00490,17240
C00490,30838
C00491,16283
C00492,16634
C00493,16119
C00494,9169
C00495,16159
C00497,15588
C00497,30796
C00498,15751
C00499,17536
C00499,30837
C00500,17033
C00501,28942
C00502,48093
C00503,17113
C00503,48299
C00504,27470
C00505,17833
C00506,17285
C00507,62345
C00507,62346
C00508,16880
C00509,17846
C00510,15534
C00511,18308
C00511,37080
C00512,15515
C00513,17885
C00514,17767
C00514,33076
C00515,16176
C00516,5058
C00517,17600
C00518,16336
C00519,16668
C00521,15383
C00522,14737
C00522,15980
C00522,18697
C00523,16032
C00524,18070
C00525,16296
C00526,16450
C00527,15524
C00528,141615
C00530,17594
C00531,15528
C00532,18403
C00533,16480
C00534,16410
C00535,17347
C00536,18036
C00536,39949
C00538,27659
C00539,30746
C00540,15463
C00541,16304
C00542,17755
C00543,17170
C00544,16169
C00544,44747
C00545,16501
C00545,33510
C00546,17158
C00547,18357
C00548,8082
C00549,8758
C00550,17636
C00550,62490
C00551,28793
C00552,15673
C00553,15402
C00555,17769
C00556,17987
C00557,16486
C00558,17886
C00559,17256
C00563,45353
C00565,18139
C00566,15459
C00568,17836
C00568,30753
C00569,27569
C00570,16732
C00571,15773
C00574,28419
C00575,17489
C00576,15710
C00577,17378
C00579,17694
C00580,17437
C00581,16344
C00582,15537
C00583,16997
C00584,15551
C00586,15866
C00586,84755
C00587,16193
C00587,30764
C00588,18132
C00590,17745
C00591,16498
C00593,17717
C00596,1113
C00596,11641
C00596,37319
C00597,17050
C00599,16175
C00601,16424
C00602,28034
C00603,15412
C00604,44975
C00605,15469
C00605,19573
C00606,16345
C00607,37397
C00609,17176
C00611,16153
C00612,17927
C00616,17730
C00617,16085
C00618,16142
C00619,47909
C00620,16300
C00621,15750
C00623,16221
C00624,17533
C00624,44337
C00625,16062
C00627,28803
C00628,17189
C00630,15479
C00631,17835
C00632,15793
C00632,36559
C00633,17597
C00634,18250
C00635,18296
C00636,18205
C00636,35374
C00637,18086
C00638,15904
C00639,15553
C00640,15455
C00641,17815
C00642,18101
C00643,17780
C00644,16298
C00645,17122
C00645,63153
C00647,18335
C00650,18115
C00651,48031
C00652,16292
C00653,16051
C00655,15652
C00658,50998
C00659,982
C00661,17138
C00662,16906
C00663,16218
C00664,15639
C00665,28602
C00666,16026
C00666,47031
C00668,17665
C00669,17515
C00670,16870
C00671,15614
C00671,35146
C00672,11563
C00672,28542
C00673,16132
C00673,55513
C00674,15994
C00676,18241
C00679,16369
C00679,42819
C00680,16488
C00680,30308
C00681,16975
C00682,17236
C00682,67110
C00683,15466
C00684,17647
C00686,16173
C00688,15744
C00688,45868
C00689,18283
C00691,17811
C00692,16970
C00692,46143
C00694,12357
C00695,16359
C00696,15555
C00697,17997
C00698,17996
C00700,10049
C00701,18282
C00701,22695
C00703,16793
C00704,18421
C00705,28846
C00706,32952
C00707,37166
C00708,16382
C00711,15595
C00711,6650
C00712,16196
C00713,7912
C00714,17309
C00715,26374
C00715,44992
C00716,17822
C00717,17522
C00718,28102
C00719,17750
C00720,15858
C00722,32955
C00723,5931
C00725,16494
C00725,30314
C00726,18379
C00727,16536
C00729,15884
C00732,3070
C00734,16261
C00735,17650
C00736,15356
C00737,16362
C00738,18133
C00738,4194
C00739,16855
C00740,16523
C00741,16583
C00742,17051
C00744,17371
C00745,17688
C00746,7872
C00747,16227
C00748,28599
C00750,15746
C00751,15440
C00752,9574
C00753,27998
C00755,18346
C00756,16188
C00757,16118
C00758,17377
C00760,18246
C00761,16220
C00762,16962
C00763,16313
C00764,48674
C00765,27729
C00766,5070
C00768,27570
C00770,17796
C00770,21336
C00771,6364
C00772,17646
C00773,7989
C00774,17276
C00777,15367
C00777,35291
C00779,16945
C00780,28790
C00783,16656
C00785,27247
C00785,30817
C00786,16786
C00787,29182
C00788,28918
C00789,16022
C00791,16737
C00792,15816
C00793,16375
C00794,17924
C00795,4249
C00796,4513
C00797,15862
C00798,15522
C00799,18220
C00800,13115
C00800,16154
C00801,33838
C00802,16582
C00803,17418
C00804,15364
C00804,33199
C00805,16914
C00805,30762
C00806,27897
C00807,18233
C00808,15396
C00809,15397
C00809,36773
C00810,15686
C00811,32374
C00812,47908
C00813,16294
C00813,29745
C00814,17574
C00815,15584
C00817,17360
C00817,46644
C00818,16002
C00818,30612
C00819,17061
C00820,16398
C00822,16852
C00823,16125
C00824,30408
C00825,28098
C00826,17530
C00827,15529
C00828,16374
C00829,16482
C00830,17121
C00830,30842
C00831,16753
C00832,7934
C00835,16095
C00836,16566
C00837,27405
C00840,9937
C00841,15709
C00842,15700
C00843,15410
C00844,17396
C00844,27761
C00845,15474
C00846,15775
C00846,37440
C00847,17405
C00848,16123
C00849,27750
C00852,16112
C00853,15982
C00854,18099
C00855,16867
C00857,18304
C00858,18088
C00859,27717
C00860,16255
C00861,17897
C00862,17448
C00864,29032
C00864,46905
C00864,7916
C00865,136912
C00865,16247
C00869,17162
C00869,30820
C00870,16836
C00871,2588
C00872,17475
C00873,2718
C00875,23066
C00876,16848
C00877,15473
C00877,36926
C00878,16157
C00879,30852
C00880,12931
C00880,16534
C00881,15698
C00882,15468
C00884,85981
C00885,17582
C00885,29780
C00886,17732
C00887,17045
C00888,15536
C00889,8005
C00891,17934
C00892,15938
C00893,32877
C00894,15513
C00895,8756
C00896,9640
C00897,18167
C00898,15671
C00898,15674
C00898,30924
C00899,16302
C00900,16444
C00902,17308
C00902,35177
C00903,16731
C00904,15457
C00905,4126
C00906,27468
C00908,27784
C00909,15651
C00911,18254
C00913,38635
C00915,3056
C00916,15776
C00917,38161
C00918,17698
C00919,16822
C00920,17586
C00921,17839
C00921,4581
C00922,136689
C00922,17081
C00922,23812
C00923,15719
C00924,15983
C00925,28815
C00927,16483
C00928,41218
C00930,50699
C00931,17381
C00933,16353
C00934,33447
C00935,17983
C00936,28729
C00937,17167
C00938,532
C00939,1014
C00940,16769
C00940,30882
C00941,17065
C00942,16356
C00943,27541
C00944,17947
C00944,32364
C00946,28223
C00949,4065
C00950,17456
C00951,16469
C00954,16411
C00955,17890
C00956,37023
C00957,16208
C00958,17810
C00959,27624
C00961,18227
C00962,27667
C00963,22798
C00964,15389
C00965,37671
C00966,11561
C00966,17094
C00968,28074
C00969,17871
C00971,16871
C00973,17623
C00974,15401
C00975,17795
C00975,4593
C00976,85507
C00977,16533
C00978,17697
C00979,17981
C00980,17246
C00982,16531
C00984,28061
C00985,20435
C00986,15725
C00988,17150
C00989,16724
C00989,30830
C00990,18120
C00992,15852
C00993,16576
C00994,27441
C00995,16748
C00996,18097
C00997,16448
C00998,16762
C01000,16707
C01001,16314
C01004,18123
C01005,15811
C01007,17607
C01008,17434
C01009,27988
C01010,15832
C01010,9889
C01011,36882
C01012,16719
C01013,16510
C01013,33404
C01014,28708
C01015,18240
C01015,28397
C01017,28171
C01018,2179
C01019,2181
C01020,16168
C01021,33856
C01023,38291
C01024,16645
C01025,61051
C01026,17724
C01028,16570
C01029,27911
C01031,16225
C01032,35376
C01033,15477
C01034,47907
C01035,15728
C01036,17105
C01036,47904
C01037,17830
C01037,2247
C01040,17587
C01041,16504
C01042,16953
C01042,21547
C01043,15737
C01044,48429
C01045,48309
C01046,16440
C01047,17394
C01048,16460
C01050,70765
C01051,15437
C01053,16654
C01054,15441
C01056,17532
C01058,35346
C01059,16364
C01060,15768
C01061,18034
C01061,30907
C01062,17426
C01063,15504
C01064,16788
C01066,17766
C01067,28525
C01068,16246
C01069,136422
C01069,15911
C01070,16951
C01071,15856
C01073,16682
C01074,28800
C01075,16702
C01076,33715
C01077,16288
C01079,15435
C01080,15823
C01081,9533
C01083,16551
C01086,15456
C01087,15801
C01087,32796
C01088,15587
C01089,10983
C01089,17066
C01090,16799
C01091,18362
C01092,12266
C01092,15830
C01093,17863
C01094,18105
C01094,37515
C01095,28662
C01096,17044
C01097,4251
C01099,16647
C01099,6220
C01100,16996
C01101,17666
C01102,15961
C01103,15842
C01104,15724
C01107,17436
C01108,16164
C01109,16747
C01110,17572
C01110,49268
C01111,17508
C01112,16241
C01113,17733
C01113,4141
C01114,17100
C01115,17464
C01117,16701
C01118,16160
C01119,16912
C01119,42147
C01120,16893
C01121,17913
C01122,27803
C01123,15406
C01124,16485
C01125,18395
C01126,16619
C01127,17742
C01127,30923
C01131,17892
C01132,28037
C01133,16948
C01133,38439
C01134,16858
C01134,4222
C01136,16807
C01137,15625
C01138,16479
C01142,15613
C01143,15899
C01144,15453
C01146,16992
C01147,17878
C01149,18020
C01151,17994
C01151,68819
C01152,27596
C01153,7794
C01155,17875
C01156,18030
C01157,18095
C01158,15834
C01159,17720
C01161,17612
C01161,41941
C01162,16357
C01163,15749
C01164,17759
C01165,17232
C01166,16571
C01168,18116
C01169,17432
C01170,68678
C01171,16326
C01172,17719
C01173,18393
C01175,16546
C01176,17252
C01177,18297
C01179,15999
C01179,36242
C01180,16723
C01180,33574
C01181,1941
C01182,16710
C01183,17735
C01185,15763
C01186,15616
C01187,16064
C01187,32817
C01188,11805
C01188,18064
C01189,17168
C01190,18368
C01191,17298
C01192,17868
C01194,16749
C01197,16433
C01198,16104
C01198,46957
C01200,15840
C01201,15827
C01204,17401
C01205,16320
C01207,17807
C01209,17330
C01210,16463
C01211,51807
C01212,84726
C01213,15465
C01214,16181
C01215,16253
C01216,17028
C01217,17321
C01218,2229
C01219,139396
C01220,17816
C01221,16505
C01222,16955
C01223,6851
C01225,18321
C01226,15560
C01227,28689
C01228,17633
C01230,17528
C01231,18148
C01233,16929
C01234,18053
C01234,30526
C01235,17505
C01236,16938
C01239,15947
C01240,18271
C01241,15958
C01242,16882
C01243,18228
C01244,17131
C01245,16595
C01246,15812
C01249,17109
C01250,16319
C01250,29123
C01251,17852
C01251,36457
C01251,52222
C01252,17442
C01255,16780
C01255,49255
C01259,15786
C01260,17422
C01261,15883
C01262,18323
C01263,15649
C01264,17555
C01265,18010
C01266,28590
C01267,16426
C01268,18337
C01269,16257
C01270,15821
C01272,16783
C01273,17820
C01274,17114
C01275,15612
C01275,27040
C01277,17526
C01278,16993
C01279,16892
C01280,17751
C01282,17848
C01282,58293
C01283,17928
C01284,16322
C01285,134676
C01286,17860
C01288,12194
C01288,15935
C01289,16511
C01290,17950
C01291,15480
C01292,16312
C01294,16143
C01295,16058
C01297,37754
C01298,17156
C01300,17083
C01300,44841
C01301,16466
C01302,29112
C01304,29114
C01304,59546
C01306,16250
C01310,16655
C01311,137941
C01312,15552
C01313,28389
C01314,433
C01316,431
C01319,16170
C01321,8753
C01322,17792
C01324,15858
C01326,18407
C01327,17883
C01328,16234
C01329,17188
C01329,25608
C01330,26708
C01330,29101
C01336,82711
C01341,30270
C01342,28938
C01343,33255
C01344,28823
C01345,28807
C01346,28850
C01347,10534
C01348,10535
C01349,2340
C01352,17877
C01353,28976
C01355,28796
C01356,18059
C01358,18219
C01359,18356
C01362,8852
C01365,10047
C01367,28931
C01368,28895
C01370,15693
C01371,18310
C01372,32878
C01375,61049
C01378,5202
C01380,30742
C01382,17606
C01384,18300
C01386,51771
C01387,17590
C01389,17327
C01390,16019
C01394,18222
C01394,28518
C01397,2341
C01399,2511
C01401,16449
C01402,13248
C01403,16579
C01404,2818
C01405,15365
C01407,16716
C01408,17682
C01410,3146
C01411,28093
C01412,15743
C01413,22977
C01413,48775
C01414,17695
C01416,27958
C01417,28024
C01417,29195
C01418,17074
C01419,4047
C01420,17376
C01421,17989
C01424,16918
C01424,30778
C01425,5390
C01432,24996
C01432,28358
C01432,78320
C01433,15771
C01438,16183
C01441,7489
C01443,472805
C01444,18058
C01445,8290
C01448,16200
C01449,17433
C01450,17087
C01451,17814
C01452,27922
C01453,45980
C01454,28856
C01454,36635
C01455,17578
C01456,17000
C01456,30765
C01457,17658
C01458,9798
C01460,16954
C01464,10057
C01467,17231
C01468,17847
C01469,35239
C01470,15335
C01471,15368
C01474,16866
C01477,18388
C01478,18231
C01479,16684
C01479,78734
C01481,16433
C01481,17395
C01481,36281
C01484,27618
C01484,48965
C01485,17322
C01486,29219
C01487,4093
C01488,16689
C01488,27672
C01489,17459
C01490,4439
C01493,28600
C01494,17620
C01495,5078
C01496,28757
C01498,5291
C01499,16980
C01500,17447
C01501,5391
C01502,28591
C01504,17404
C01505,6102
C01506,27636
C01507,18202
C01508,28480
C01508,62321
C01512,18052
C01512,30632
C01513,15877
C01513,30886
C01513,6572
C01514,15864
C01516,17303
C01518,7570
C01523,20674
C01525,16520
C01526,18043
C01527,16065
C01528,16503
C01529,27568
C01530,25629
C01530,28842
C01531,9352
C01533,9380
C01536,18186
C01537,17967
C01540,15782
C01541,10033
C01542,28054
C01545,17935
C01546,16739
C01546,30845
C01547,17193
C01548,27518
C01550,15336
C01551,15676
C01552,2624
C01553,2687
C01554,28859
C01555,2790
C01557,18293
C01558,22868
C01558,3098
C01559,65109
C01561,17933
C01562,17793
C01563,28616
C01564,17340
C01566,16698
C01567,4071
C01569,17702
C01570,28225
C01571,27689
C01571,30813
C01572,17866
C01572,30814
C01573,18054
C01574,4727
C01575,15407
C01576,4911
C01579,47916
C01582,28061
C01582,28260
C01585,17120
C01585,30776
C01586,18089
C01588,5855
C01589,16069
C01590,16832
C01591,6426
C01592,18131
C01593,16419
C01594,16441
C01595,17351
C01595,30245
C01596,29045
C01598,16796
C01601,29019
C01602,18257
C01604,8113
C01606,17563
C01606,29069
C01607,16285
C01607,37257
C01608,8249
C01610,17939
C01612,35681
C01613,17164
C01614,35719
C01615,9341
C01616,16461
C01617,17948
C01618,17525
C01619,9568
C01620,15908
C01620,49060
C01621,48549
C01623,73886
C01624,9957
C01625,16177
C01626,16380
C01628,28384
C01629,10036
C01630,28309
C01632,10096
C01633,28903
C01635,29170
C01636,29171
C01637,29172
C01638,29186
C01639,29167
C01640,29168
C01641,29175
C01642,29176
C01643,29178
C01644,29174
C01645,29169
C01646,29185
C01647,29173
C01648,29184
C01649,29177
C01650,29179
C01651,29180
C01652,29181
C01653,29183
C01654,27912
C01655,1012
C01656,47881
C01657,28828
C01658,2427
C01659,28619
C01661,28748
C01663,2586
C01664,13759
C01667,28669
C01670,3251
C01672,18127
C01673,17823
C01674,28681
C01675,3697
C01677,16213
C01678,17141
C01680,16824
C01682,17249
C01683,133921
C01684,28029
C01684,63152
C01685,17773
C01685,21077
C01687,4452
C01688,4454
C01690,47381
C01691,39669
C01692,4659
C01693,15772
C01694,16933
C01695,5017
C01697,16813
C01698,16883
C01699,28833
C01700,5387
C01701,16470
C01705,27744
C01706,5610
C01708,5656
C01709,28230
C01710,16697
C01711,16751
C01712,27997
C01714,18330
C01716,6128
C01717,18344
C01718,28683
C01719,28120
C01719,37725
C01720,17291
C01720,21291
C01721,17617
C01722,28789
C01723,6352
C01724,16521
C01725,6435
C01726,32969
C01727,17781
C01728,28085
C01728,62357
C01729,6714
C01731,6764
C01732,16600
C01732,36986
C01733,16811
C01735,16315
C01736,18255
C01737,7508
C01739,29091
C01740,7728
C01742,18394
C01743,7933
C01744,16331
C01744,32980
C01745,17323
C01745,36011
C01746,18049
C01747,16874
C01748,8653
C01750,17558
C01751,27810
C01752,17488
C01753,27693
C01755,29200
C01756,2208
C01757,16558
C01759,45257
C01760,49164
C01761,16408
C01762,18107
C01765,15393
C01766,15394
C01767,15400
C01768,17548
C01769,15687
C01769,15688
C01770,42639
C01771,17217
C01771,41131
C01772,18125
C01775,15369
C01776,2450
C01777,35287
C01779,16664
C01780,27584
C01782,2817
C01783,30787
C01784,41033
C01785,17701
C01785,18135
C01788,70799
C01789,28623
C01790,3371
C01792,16548
C01793,28966
C01794,15519
C01795,15920
C01796,27904
C01798,35436
C01799,28804
C01800,4342
C01801,28816
C01802,17737
C01804,15955
C01806,43000
C01810,17020
C01812,16277
C01813,5609
C01814,5613
C01816,16148
C01817,141698
C01817,17485
C01818,14428
C01818,18210
C01819,28626
C01821,17965
C01822,17630
C01823,28185
C01825,42905
C01826,18314
C01829,18332
C01832,15521
C01833,6414
C01834,6495
C01835,27931
C01835,61993
C01836,7542
C01837,16268
C01838,17034
C01839,32807
C01841,17251
C01842,16459
C01843,8321
C01844,63618
C01845,17824
C01847,16048
C01848,17876
C01849,16324
C01850,50371
C01851,16794
C01852,18002
C01853,15957
C01854,27955
C01855,16267
C01857,16555
C01857,26952
C01860,15861
C01861,15987
C01863,18073
C01864,18358
C01866,35627
C01868,15403
C01869,119
C01870,16358
C01871,540
C01872,18060
C01874,16706
C01875,17700
C01876,47788
C01877,16821
C01879,18183
C01880,17915
C01881,47789
C01882,16864
C01883,27750
C01883,47622
C01884,16030
C01885,17408
C01885,35759
C01887,2590
C01888,17906
C01889,28427
C01890,18000
C01892,18091
C01893,16615
C01894,15516
C01897,27656
C01898,3523
C01902,17030
C01904,18333
C01905,28159
C01906,18004
C01906,28994
C01907,41977
C01909,16691
C01910,47885
C01912,42355
C01913,5032
C01917,28418
C01918,28417
C01920,15523
C01921,17687
C01921,29746
C01923,16966
C01924,27747
C01925,16976
C01926,49662
C01927,27945
C01928,24960
C01929,27676
C01930,6263
C01931,16047
C01933,18347
C01933,21203
C01934,17357
C01934,21376
C01935,18398
C01936,143182
C01936,27445
C01937,44185
C01938,28849
C01941,17711
C01942,27770
C01943,17791
C01944,15533
C01945,44658
C01946,16869
C01948,17302
C01949,16472
C01950,8200
C01951,17304
C01952,53534
C01953,16581
C01956,45285
C01957,9075
C01958,35915
C01959,17228
C01960,48030
C01961,9508
C01962,28839
C01963,9627
C01964,9641
C01965,45924
C01967,18160
C01968,16591
C01969,16550
C01970,36218
C01971,18147
C01972,17851
C01983,17656
C01983,32382
C01984,17756
C01984,32800
C01985,47787
C01986,47786
C01987,18112
C01988,16260
C01989,15591
C01990,15593
C01990,30926
C01991,30830
C01993,27427
C01995,15349
C01996,15355
C01998,28217
C02001,16605
C02003,16366
C02003,38695
C02004,18027
C02004,43445
C02006,17704
C02008,17099
C02009,41275
C02010,15353
C02012,33567
C02013,62974
C02015,16161
C02017,3892
C02018,3982
C02020,16133
C02021,4067
C02022,16023
C02022,23958
C02024,16224
C02024,30624
C02024,79047
C02027,17133
C02028,35692
C02029,17874
C02030,28562
C02033,28292
C02034,28731
C02035,27742
C02037,17201
C02038,16462
C02041,15527
C02043,17282
C02043,24813
C02045,23958
C02045,27913
C02046,17486
C02047,16624
C02048,18411
C02049,28912
C02050,15530
C02051,15804
C02052,143180
C02052,28460
C02055,16180
C02056,8015
C02057,28044
C02059,18067
C02060,15538
C02061,17757
C02061,72953
C02064,8504
C02065,8559
C02066,15742
C02067,17802
C02072,8757
C02073,8762
C02074,17400
C02075,63410
C02076,16802
C02076,27520
C02077,28306
C02078,9215
C02079,15738
C02080,16445
C02081,9287
C02083,17907
C02084,15226
C02084,16853
C02085,9553
C02086,30065
C02087,9639
C02088,9642
C02090,17842
C02091,16282
C02091,59945
C02094,17579
C02095,27442
C02096,28161
C02097,14086
C02097,15848
C02099,15606
C02101,17020
C02103,15791
C02104,18790
C02104,28880
C02105,16718
C02106,17129
C02107,15672
C02108,488
C02110,16066
C02111,902
C02112,17389
C02115,17799
C02115,74819
C02116,16037
C02117,18168
C02118,1410
C02119,57278
C02122,28422
C02122,37030
C02123,15594
C02123,30850
C02124,28078
C02125,1909
C02126,17064
C02129,15888
C02130,15352
C02131,2412
C02132,15360
C02132,2424
C02133,16826
C02134,17390
C02135,2719
C02137,18280
C02138,3147
C02139,16900
C02140,16827
C02141,16653
C02143,27378
C02144,4369
C02146,18044
C02147,18047
C02150,5159
C02151,17037
C02153,17127
C02154,5445
C02155,73514
C02159,35350
C02160,27649
C02161,17293
C02163,18366
C02165,15647
C02166,16978
C02167,16727
C02167,30859
C02168,6717
C02170,17453
C02170,30860
C02171,29075
C02172,16050
C02173,7239
C02179,15722
C02180,27905
C02181,8075
C02183,16204
C02185,16323
C02186,8458
C02189,8572
C02191,15430
C02193,15730
C02195,9270
C02196,32876
C02197,9460
C02198,15627
C02199,84725
C02200,13497
C02200,78718
C02201,17098
C02202,10098
C02203,10099
C02204,28543
C02205,28518
C02206,16363
C02207,15337
C02207,50531
C02209,28563
C02210,10415
C02211,10668
C02213,15387
C02214,15670
C02214,36460
C02216,18083
C02217,17130
C02217,58022
C02218,17123
C02220,16886
C02221,27837
C02222,1184
C02222,16468
C02223,16182
C02224,17059
C02225,10860
C02225,15598
C02225,30836
C02226,17626
C02226,30719
C02227,27878
C02230,1604
C02230,46892
C02231,17610
C02232,15490
C02233,27401
C02235,16318
